,t,o,h,l,c,v,symbol
25,1615923900,2098.65,2099.26,2091.1,2091.1,4179,GOOG
0,1617629400,2155.08,2186.32,2152.5,2181.77,9427,GOOG
1,1617630300,2186.37,2197.85,2184.79,2194.9,13794,GOOG
2,1617631200,2192.56,2196.51,2190.13,2196.39,4843,GOOG
3,1617632100,2195.78,2200.475,2193.4,2198.68,3482,GOOG
4,1617633000,2201.98,2207.09,2201.98,2203.92,4235,GOOG
5,1617633900,2204.59,2206.29,2201.0,2203.15,2421,GOOG
6,1617634800,2201.3,2209.39,2201.3,2208.92,1353,GOOG
7,1617635700,2210.6,2216.18,2210.5,2210.5,2336,GOOG
8,1617636600,2210.43,2220.57,2207.38,2211.64,7850,GOOG
9,1617637500,2213.34,2215.68,2213.17,2214.67,3295,GOOG
10,1617638400,2215.31,2219.57,2214.135,2219.57,5544,GOOG
11,1617639300,2220.96,2228.0,2220.96,2226.2,3480,GOOG
12,1617640200,2225.83,2228.82,2225.575,2226.69,1437,GOOG
13,1617641100,2226.98,2227.3,2223.95,2227.3,1087,GOOG
14,1617642000,2231.585,2231.585,2231.15,2231.15,467,GOOG
15,1617642900,2229.7,2237.075,2229.7,2232.605,2217,GOOG
16,1617643800,2234.21,2234.21,2231.39,2233.87,4650,GOOG
17,1617644700,2234.015,2234.44,2232.4,2233.905,6468,GOOG
18,1617645600,2233.14,2234.73,2233.14,2233.93,2089,GOOG
19,1617646500,2231.245,2231.245,2228.885,2229.42,644,GOOG
20,1617647400,2227.43,2230.2,2227.43,2229.46,1298,GOOG
21,1617648300,2229.58,2231.08,2228.11,2228.11,1638,GOOG
22,1617649200,2221.37,2221.37,2216.51,2219.99,1786,GOOG
23,1617650100,2221.49,2221.49,2221.49,2221.49,158,GOOG
24,1617651000,2222.83,2226.5,2222.83,2226.5,922,GOOG
25,1617651900,2231.25,2231.82,2225.06,2228.42,7183,GOOG
0,1617629400,2155.08,2186.32,2152.5,2181.77,9427,GOOG
1,1617630300,2186.37,2197.85,2184.79,2194.9,13794,GOOG
2,1617631200,2192.56,2196.51,2190.13,2196.39,4843,GOOG
3,1617632100,2195.78,2200.475,2193.4,2198.68,3482,GOOG
4,1617633000,2201.98,2207.09,2201.98,2203.92,4235,GOOG
5,1617633900,2204.59,2206.29,2201.0,2203.15,2421,GOOG
6,1617634800,2201.3,2209.39,2201.3,2208.92,1353,GOOG
7,1617635700,2210.6,2216.18,2210.5,2210.5,2336,GOOG
8,1617636600,2210.43,2220.57,2207.38,2211.64,7850,GOOG
9,1617637500,2213.34,2215.68,2213.17,2214.67,3295,GOOG
10,1617638400,2215.31,2219.57,2214.135,2219.57,5544,GOOG
11,1617639300,2220.96,2228.0,2220.96,2226.2,3480,GOOG
12,1617640200,2225.83,2228.82,2225.575,2226.69,1437,GOOG
13,1617641100,2226.98,2227.3,2223.95,2227.3,1087,GOOG
14,1617642000,2231.585,2231.585,2231.15,2231.15,467,GOOG
15,1617642900,2229.7,2237.075,2229.7,2232.605,2217,GOOG
16,1617643800,2234.21,2234.21,2231.39,2233.87,4650,GOOG
17,1617644700,2234.015,2234.44,2232.4,2233.905,6468,GOOG
18,1617645600,2233.14,2234.73,2233.14,2233.93,2089,GOOG
19,1617646500,2231.245,2231.245,2228.885,2229.42,644,GOOG
20,1617647400,2227.43,2230.2,2227.43,2229.46,1298,GOOG
21,1617648300,2229.58,2231.08,2228.11,2228.11,1638,GOOG
22,1617649200,2221.37,2221.37,2216.51,2219.99,1786,GOOG
23,1617650100,2221.49,2221.49,2221.49,2221.49,158,GOOG
24,1617651000,2222.83,2226.5,2222.83,2226.5,922,GOOG
25,1617651900,2231.25,2231.82,2225.06,2228.42,7183,GOOG
